"","origin","host_class","host_order","host_family","host_genus","host_species","virus_family","virus_genus"
"1560","HP3","Mammalia","Artiodactyla","Antilocapridae","Antilocapra","Antilocapra americana",NA,"Pestivirus"
"1561","HP3","Mammalia","Artiodactyla","Bovidae","Bison","Bison bison",NA,"Pestivirus"
"1562","HP3","Mammalia","Artiodactyla","Bovidae","Bison","Bison bonasus",NA,"Pestivirus"
"1563","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos grunniens",NA,"Pestivirus"
"1564","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Pestivirus"
"1565","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis",NA,"Pestivirus"
"1566","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus",NA,"Pestivirus"
"1567","HP3","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus",NA,"Pestivirus"
"1568","HP3","Mammalia","Artiodactyla","Bovidae","Capricornis","Capricornis crispus",NA,"Pestivirus"
"1569","HP3","Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","Ceratotherium simum",NA,"Pestivirus"
"1570","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",NA,"Pestivirus"
"1571","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus nippon",NA,"Pestivirus"
"1572","HP3","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes taurinus",NA,"Pestivirus"
"1573","HP3","Mammalia","Artiodactyla","Bovidae","Damaliscus","Damaliscus lunatus",NA,"Pestivirus"
"1574","HP3","Mammalia","Perissodactyla","Rhinocerotidae","Diceros","Diceros bicornis",NA,"Pestivirus"
"1575","HP3","Mammalia","Artiodactyla","Bovidae","Hippotragus","Hippotragus equinus",NA,"Pestivirus"
"1576","HP3","Mammalia","Artiodactyla","Bovidae","Hippotragus","Hippotragus niger",NA,"Pestivirus"
"1577","HP3","Mammalia","Artiodactyla","Bovidae","Kobus","Kobus ellipsiprymnus",NA,"Pestivirus"
"1578","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",NA,"Pestivirus"
"1579","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus",NA,"Pestivirus"
"1580","HP3","Mammalia","Artiodactyla","Bovidae","Oreamnos","Oreamnos americanus",NA,"Pestivirus"
"1581","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx gazella",NA,"Pestivirus"
"1582","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx leucoryx",NA,"Pestivirus"
"1583","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Pestivirus"
"1584","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis canadensis",NA,"Pestivirus"
"1585","HP3","Mammalia","Artiodactyla","Cervidae","Pudu","Pudu puda",NA,"Pestivirus"
"1586","HP3","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer tarandus",NA,"Pestivirus"
"1587","HP3","Mammalia","Artiodactyla","Bovidae","Redunca","Redunca arundinum",NA,"Pestivirus"
"1588","HP3","Mammalia","Artiodactyla","Bovidae","Rupicapra","Rupicapra pyrenaica",NA,"Pestivirus"
"1589","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Pestivirus"
"1590","HP3","Mammalia","Artiodactyla","Bovidae","Sylvicapra","Sylvicapra grimmia",NA,"Pestivirus"
"1591","HP3","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer",NA,"Pestivirus"
"1592","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Taurotragus oryx",NA,"Pestivirus"
"1593","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus eurycerus",NA,"Pestivirus"
"1594","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus strepsiceros",NA,"Pestivirus"
"1595","HP3","Mammalia","Artiodactyla","Tragulidae","Tragulus","Tragulus javanicus",NA,"Pestivirus"
"1596","HP3","Mammalia","Artiodactyla","Camelidae","Vicugna","Vicugna vicugna",NA,"Pestivirus"
"1597","HP3","Mammalia","Artiodactyla","Bovidae","Aepyceros","Aepyceros melampus",NA,"Phlebovirus"
"1598","HP3","Mammalia","Artiodactyla","Bovidae","Antidorcas","Antidorcas marsupialis",NA,"Phlebovirus"
"1599","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus",NA,"Phlebovirus"
"1600","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus lituratus",NA,"Phlebovirus"
"1601","HP3","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus",NA,"Phlebovirus"
"1602","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Phlebovirus"
"1603","HP3","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus variegatus",NA,"Phlebovirus"
"1604","HP3","Mammalia","Artiodactyla","Camelidae","Camelus","Camelus dromedarius",NA,"Phlebovirus"
"1605","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Phlebovirus"
"1606","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus",NA,"Phlebovirus"
"1607","HP3","Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","Ceratotherium simum",NA,"Phlebovirus"
"1608","HP3","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes taurinus",NA,"Phlebovirus"
"1609","HP3","Mammalia","Chiroptera","Pteropodidae","Epomops","Epomops franqueti",NA,"Phlebovirus"
"1610","HP3","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus kempi",NA,"Phlebovirus"
"1611","HP3","Mammalia","Chiroptera","Vespertilionidae","Glauconycteris","Glauconycteris argentata",NA,"Phlebovirus"
"1612","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros abae",NA,"Phlebovirus"
"1613","HP3","Mammalia","Chiroptera","Hipposideridae","Hipposideros","Hipposideros caffer",NA,"Phlebovirus"
"1614","HP3","Mammalia","Artiodactyla","Bovidae","Hippotragus","Hippotragus niger",NA,"Phlebovirus"
"1615","HP3","Mammalia","Artiodactyla","Bovidae","Kobus","Kobus ellipsiprymnus",NA,"Phlebovirus"
"1616","HP3","Mammalia","Rodentia","Muridae","Mastomys","Mastomys erythroleucus",NA,"Phlebovirus"
"1617","HP3","Mammalia","Rodentia","Muridae","Mastomys","Mastomys huberti",NA,"Phlebovirus"
"1618","HP3","Mammalia","Rodentia","Muridae","Meriones","Meriones hurrianae",NA,"Phlebovirus"
"1619","HP3","Mammalia","Rodentia","Muridae","Micaelamys","Micaelamys namaquensis",NA,"Phlebovirus"
"1620","HP3","Mammalia","Chiroptera","Pteropodidae","Micropteropus","Micropteropus pusillus",NA,"Phlebovirus"
"1621","HP3","Mammalia","Chiroptera","Miniopteridae","Miniopterus","Miniopterus schreibersii",NA,"Phlebovirus"
"1622","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes glareolus",NA,"Phlebovirus"
"1623","HP3","Mammalia","Rodentia","Muridae","Otomys","Otomys tropicalis",NA,"Phlebovirus"
"1624","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Phlebovirus"
"1625","HP3","Mammalia","Rodentia","Muridae","Pelomys","Pelomys isseli",NA,"Phlebovirus"
"1626","HP3","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus kuhlii",NA,"Phlebovirus"
"1627","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys guyannensis",NA,"Phlebovirus"
"1628","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus norvegicus",NA,"Phlebovirus"
"1629","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus",NA,"Phlebovirus"
"1630","HP3","Mammalia","Soricomorpha","Soricidae","Sorex","Sorex araneus",NA,"Phlebovirus"
"1631","HP3","Mammalia","Artiodactyla","Bovidae","Syncerus","Syncerus caffer",NA,"Phlebovirus"
"1632","HP3","Mammalia","Rodentia","Muridae","Tatera","Tatera indica",NA,"Phlebovirus"
"1633","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Picobirnavirus"
"1634","HP3","Mammalia","Cingulata","Dasypodidae","Chaetophractus","Chaetophractus vellerosus",NA,"Picobirnavirus"
"1635","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus",NA,"Picobirnavirus"
"1636","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Picobirnavirus"
"1637","HP3","Mammalia","Carnivora","Felidae","Leopardus","Leopardus geoffroyi",NA,"Picobirnavirus"
"1638","HP3","Mammalia","Pilosa","Myrmecophagidae","Myrmecophaga","Myrmecophaga tridactyla",NA,"Picobirnavirus"
"1639","HP3","Mammalia","Rodentia","Cricetidae","Oligoryzomys","Oligoryzomys nigripes",NA,"Picobirnavirus"
"1640","HP3","Mammalia","Carnivora","Felidae","Panthera","Panthera leo",NA,"Picobirnavirus"
"1641","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus",NA,"Picobirnavirus"
"1642","HP3","Mammalia","Carnivora","Felidae","Puma","Puma concolor",NA,"Picobirnavirus"
"1643","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus norvegicus",NA,"Picobirnavirus"
"1644","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Picobirnavirus"
"1645","HP3","Mammalia","Carnivora","Mustelidae","Neovison","Neovison vison",NA,"Sapovirus"
"1646","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Sapovirus"
"1647","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Teschovirus"
"1648","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Thogotovirus"
"1649","HP3","Mammalia","Artiodactyla","Camelidae","Camelus","Camelus dromedarius",NA,"Thogotovirus"
"1650","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus",NA,"Thogotovirus"
"1651","HP3","Mammalia","Rodentia","Muridae","Meriones","Meriones hurrianae",NA,"Thogotovirus"
"1652","HP3","Mammalia","Carnivora","Herpestidae","Mungos","Mungos mungo",NA,"Thogotovirus"
"1653","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Thogotovirus"
"1654","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus",NA,"Thogotovirus"
"1655","HP3","Mammalia","Rodentia","Muridae","Tatera","Tatera indica",NA,"Thogotovirus"
"1656","HP3","Mammalia","Primates","Atelidae","Alouatta","Alouatta palliata",NA,"Vesiculovirus"
"1657","HP3","Mammalia","Primates","Atelidae","Alouatta","Alouatta pigra",NA,"Vesiculovirus"
"1658","HP3","Mammalia","Artiodactyla","Antilocapridae","Antilocapra","Antilocapra americana",NA,"Vesiculovirus"
"1659","HP3","Mammalia","Primates","Aotidae","Aotus","Aotus trivirgatus",NA,"Vesiculovirus"
"1660","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus jamaicensis",NA,"Vesiculovirus"
"1661","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus lituratus",NA,"Vesiculovirus"
"1662","HP3","Mammalia","Chiroptera","Phyllostomidae","Dermanura","Artibeus phaeotis",NA,"Vesiculovirus"
"1663","HP3","Mammalia","Erinaceomorpha","Erinaceidae","Atelerix","Atelerix albiventris",NA,"Vesiculovirus"
"1664","HP3","Mammalia","Rodentia","Cricetidae","Baiomys","Baiomys taylori",NA,"Vesiculovirus"
"1665","HP3","Mammalia","Carnivora","Procyonidae","Bassaricyon","Bassaricyon gabbii",NA,"Vesiculovirus"
"1666","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Vesiculovirus"
"1667","HP3","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus variegatus",NA,"Vesiculovirus"
"1668","HP3","Mammalia","Cingulata","Dasypodidae","Cabassous","Cabassous centralis",NA,"Vesiculovirus"
"1669","HP3","Mammalia","Primates","Callitrichidae","Callithrix","Callithrix geoffroyi",NA,"Vesiculovirus"
"1670","HP3","Mammalia","Didelphimorphia","Didelphidae","Caluromys","Caluromys derbianus",NA,"Vesiculovirus"
"1671","HP3","Mammalia","Carnivora","Canidae","Canis","Canis latrans",NA,"Vesiculovirus"
"1672","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Vesiculovirus"
"1673","HP3","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia perspicillata",NA,"Vesiculovirus"
"1674","HP3","Mammalia","Primates","Cebidae","Cebus","Cebus capucinus",NA,"Vesiculovirus"
"1675","HP3","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",NA,"Vesiculovirus"
"1676","HP3","Mammalia","Didelphimorphia","Didelphidae","Chironectes","Chironectes minimus",NA,"Vesiculovirus"
"1677","HP3","Mammalia","Pilosa","Megalonychidae","Choloepus","Choloepus hoffmanni",NA,"Vesiculovirus"
"1678","HP3","Mammalia","Rodentia","Erethizontidae","Coendou","Coendou rothschildi",NA,"Vesiculovirus"
"1679","HP3","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta punctata",NA,"Vesiculovirus"
"1680","HP3","Mammalia","Cingulata","Dasypodidae","Dasypus","Dasypus novemcinctus",NA,"Vesiculovirus"
"1681","HP3","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus",NA,"Vesiculovirus"
"1682","HP3","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis marsupialis",NA,"Vesiculovirus"
"1683","HP3","Mammalia","Rodentia","Echimyidae","Diplomys","Diplomys labilis",NA,"Vesiculovirus"
"1684","HP3","Mammalia","Rodentia","Heteromyidae","Dipodomys","Dipodomys merriami",NA,"Vesiculovirus"
"1685","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus",NA,"Vesiculovirus"
"1686","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Vesiculovirus"
"1687","HP3","Mammalia","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga soricina",NA,"Vesiculovirus"
"1688","HP3","Mammalia","Artiodactyla","Camelidae","Lama","Lama glama",NA,"Vesiculovirus"
"1689","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus californicus",NA,"Vesiculovirus"
"1690","HP3","Mammalia","Rodentia","Heteromyidae","Liomys","Liomys adspersus",NA,"Vesiculovirus"
"1691","HP3","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla robusta",NA,"Vesiculovirus"
"1692","HP3","Mammalia","Chiroptera","Phyllostomidae","Lophostoma","Lophostoma silvicolum",NA,"Vesiculovirus"
"1693","HP3","Mammalia","Carnivora","Mephitidae","Mephitis","Mephitis mephitis",NA,"Vesiculovirus"
"1694","HP3","Mammalia","Didelphimorphia","Didelphidae","Metachirus","Metachirus nudicaudatus",NA,"Vesiculovirus"
"1695","HP3","Mammalia","Rodentia","Myocastoridae","Myocastor","Myocastor coypus",NA,"Vesiculovirus"
"1696","HP3","Mammalia","Carnivora","Procyonidae","Nasua","Nasua narica",NA,"Vesiculovirus"
"1697","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",NA,"Vesiculovirus"
"1698","HP3","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus",NA,"Vesiculovirus"
"1699","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis canadensis",NA,"Vesiculovirus"
"1700","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus leucopus",NA,"Vesiculovirus"
"1701","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus maniculatus",NA,"Vesiculovirus"
"1702","HP3","Mammalia","Didelphimorphia","Didelphidae","Philander","Philander opossum",NA,"Vesiculovirus"
"1703","HP3","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus hastatus",NA,"Vesiculovirus"
"1704","HP3","Mammalia","Carnivora","Procyonidae","Potos","Potos flavus",NA,"Vesiculovirus"
"1705","HP3","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",NA,"Vesiculovirus"
"1706","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys longicaudatus",NA,"Vesiculovirus"
"1707","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys semispinosus",NA,"Vesiculovirus"
"1708","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus eloquens",NA,"Vesiculovirus"
"1709","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus hildebrandtii",NA,"Vesiculovirus"
"1710","HP3","Mammalia","Rodentia","Muridae","Rhombomys","Rhombomys opimus",NA,"Vesiculovirus"
"1711","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",NA,"Vesiculovirus"
"1712","HP3","Mammalia","Rodentia","Cricetidae","Sigmodon","Sigmodon hispidus",NA,"Vesiculovirus"
"1713","HP3","Mammalia","Chiroptera","Phyllostomidae","Sturnira","Sturnira lilium",NA,"Vesiculovirus"
"1714","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Vesiculovirus"
"1715","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus audubonii",NA,"Vesiculovirus"
"1716","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus brasiliensis",NA,"Vesiculovirus"
"1717","HP3","Mammalia","Pilosa","Myrmecophagidae","Tamandua","Tamandua tetradactyla",NA,"Vesiculovirus"
"1718","HP3","Mammalia","Rodentia","Muridae","Tatera","Tatera indica",NA,"Vesiculovirus"
"1719","HP3","Mammalia","Rodentia","Cricetidae","Tylomys","Tylomys nudicaudus",NA,"Vesiculovirus"
"1720","HP3","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Vesiculovirus"
"1721","HP3","Mammalia","Chiroptera","Phyllostomidae","Vampyrodes","Vampyrodes caraccioli",NA,"Vesiculovirus"
"1722","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes velox",NA,"Vesiculovirus"
"1723","HP3","Mammalia","Carnivora","Felidae","Acinonyx","Acinonyx jubatus",NA,"Vesivirus"
"1724","HP3","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera borealis",NA,"Vesivirus"
"1725","HP3","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera physalus",NA,"Vesivirus"
"1726","HP3","Mammalia","Carnivora","Felidae","Caracal","Caracal caracal",NA,"Vesivirus"
"1727","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus asinus",NA,"Vesivirus"
"1728","HP3","Mammalia","Cetacea","Eschrichtiidae","Eschrichtius","Eschrichtius robustus",NA,"Vesivirus"
"1729","HP3","Mammalia","Carnivora","Otariidae","Eumetopias","Eumetopias jubatus",NA,"Vesivirus"
"1730","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus",NA,"Vesivirus"
"1731","HP3","Mammalia","Carnivora","Felidae","Felis","Felis silvestris",NA,"Vesivirus"
"1732","HP3","Mammalia","Carnivora","Felidae","Leopardus","Leopardus geoffroyi",NA,"Vesivirus"
"1733","HP3","Mammalia","Carnivora","Felidae","Leopardus","Leopardus pardalis",NA,"Vesivirus"
"1734","HP3","Mammalia","Carnivora","Mustelidae","Lontra","Lontra canadensis",NA,"Vesivirus"
"1735","HP3","Mammalia","Carnivora","Mustelidae","Neovison","Neovison vison",NA,"Vesivirus"
"1736","HP3","Mammalia","Carnivora","Felidae","Panthera","Panthera leo",NA,"Vesivirus"
"1737","HP3","Mammalia","Cetacea","Physeteridae","Physeter","Physeter catodon",NA,"Vesivirus"
"1738","HP3","Mammalia","Carnivora","Felidae","Prionailurus","Prionailurus bengalensis",NA,"Vesivirus"
"1739","HP3","Mammalia","Carnivora","Felidae","Puma","Puma concolor",NA,"Vesivirus"
"1740","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Vesivirus"
"1741","HP3","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus",NA,"Vesivirus"
"1742",NA,NA,"Chiroptera",NA,NA,"Lissonycteris angolensis",NA,"Betacoronavirus"
"1743",NA,NA,"Chiroptera",NA,NA,"Hipposideros pomona",NA,"Betacoronavirus"
"1744",NA,NA,"Chiroptera",NA,NA,"Scotophilus heathii",NA,"Betacoronavirus"
"1745",NA,NA,"Chiroptera",NA,NA,"Megaerops ecaudatus",NA,"Betacoronavirus"
"1746",NA,NA,"Chiroptera",NA,NA,"Rhinolophus malayanus",NA,"Betacoronavirus"
"1747",NA,NA,"Chiroptera",NA,NA,"Chaerephon pumilus",NA,"Betacoronavirus"
"1748",NA,NA,"Chiroptera",NA,NA,"Hipposideros larvatus",NA,"Betacoronavirus"
"1749",NA,NA,"Chiroptera",NA,NA,"Rhinolophus shameli",NA,"Betacoronavirus"
"1750",NA,NA,"Chiroptera",NA,NA,"Plecotus auritus",NA,"Betacoronavirus"
"1751",NA,NA,"Chiroptera",NA,NA,"Pipistrellus tenuis",NA,"Betacoronavirus"
"1752",NA,NA,"Chiroptera",NA,NA,"Vespertilio murinus",NA,"Betacoronavirus"
"1753",NA,NA,"Chiroptera",NA,NA,"Hypsugo pulveratus",NA,"Betacoronavirus"
"1754",NA,NA,"Chiroptera",NA,NA,"Tadarida teniotis",NA,"Betacoronavirus"
"1755",NA,NA,"Chiroptera",NA,NA,"Pipistrellus coromandra",NA,"Betacoronavirus"
"1756",NA,NA,"Chiroptera",NA,NA,"Myonycteris torquata",NA,"Betacoronavirus"
"1757",NA,NA,"Chiroptera",NA,NA,"Rhinolophus stheno",NA,"Betacoronavirus"
"1758",NA,NA,"Chiroptera",NA,NA,"Pteropus lylei",NA,"Betacoronavirus"
"1759",NA,NA,"Chiroptera",NA,NA,"Nanonycteris veldkampii",NA,"Betacoronavirus"
"1760",NA,NA,"Chiroptera",NA,NA,"Rhinolophus acuminatus",NA,"Betacoronavirus"
"1761",NA,NA,"Chiroptera",NA,NA,"Macroglossus minimus",NA,"Betacoronavirus"
"1762",NA,NA,"Chiroptera",NA,NA,"Epomops buettikoferi",NA,"Betacoronavirus"
"1763",NA,NA,"Chiroptera",NA,NA,"Artibeus jamaicensis",NA,"Betacoronavirus"
"1764",NA,NA,"Chiroptera",NA,NA,"Scotophilus kuhlii",NA,"Betacoronavirus"
"1765",NA,NA,"Chiroptera",NA,NA,"Nycteris thebaica",NA,"Betacoronavirus"
"1766",NA,NA,"Chiroptera",NA,NA,"Rousettus madagascariensis",NA,"Betacoronavirus"
"1767",NA,NA,"Chiroptera",NA,NA,"Hipposideros gigas",NA,"Betacoronavirus"
"1768",NA,NA,"Chiroptera",NA,NA,"Neoromicia somalicus",NA,"Betacoronavirus"
"1769",NA,NA,"Chiroptera",NA,NA,"Myotis pequinius",NA,"Betacoronavirus"
"1770",NA,NA,"Chiroptera",NA,NA,"Pteropus conspicillatus",NA,"Betacoronavirus"
"1771",NA,NA,"Chiroptera",NA,NA,"Myotis horsfieldii",NA,"Betacoronavirus"
"1772",NA,NA,"Chiroptera",NA,NA,"Miniopterus magnater",NA,"Betacoronavirus"
"1773",NA,NA,"Chiroptera",NA,NA,"Hipposideros lekaguli",NA,"Betacoronavirus"
"1774",NA,NA,"Chiroptera",NA,NA,"Myotis punicus",NA,"Betacoronavirus"
"1775",NA,NA,"Chiroptera",NA,NA,"Glauconycteris variegata",NA,"Betacoronavirus"
"1776",NA,NA,"Chiroptera",NA,NA,"Megaerops kusnotoi",NA,"Betacoronavirus"
"1777",NA,NA,"Chiroptera",NA,NA,"Pipistrellus deserti",NA,"Betacoronavirus"
"1778",NA,NA,"Chiroptera",NA,NA,"Desmodus rotundus",NA,"Betacoronavirus"
"1779",NA,NA,"Chiroptera",NA,NA,"Nycteris macrotis",NA,"Betacoronavirus"
"1780",NA,NA,"Chiroptera",NA,NA,"Acerodon celebensis",NA,"Betacoronavirus"
"1781",NA,NA,"Chiroptera",NA,NA,"Nycteris gambiensis",NA,"Betacoronavirus"
